,images,captions
4641,3235746553_a40416c00e,"['<START> كلب بني يركض علي رمال بجانب محيط <END>', '<START> كلب يسير علي شاطئ <END>', '<START> كلب يقفز بجانب محيط <END>']"
965,2089122314_40d5739aef,"['<START> كلب يركض مع جريده في فمه <END>', '<START> يركض كلب في شارع حاملا جريده <END>', '<START> كلب يحمل جريده في فمه <END>']"
3942,3083016677_5782bc337c,"['<START> راكبي دراجات ناريه بالقرب من شاطئ <END>', '<START> دراجتين ناريتين و اربعه ركاب علي طريق <END>', '<START> اثنين من دراجات ناريه مع اثنين من دراجين لكل منهما <END>']"
2820,2744705147_acd767d3eb,"['<START> رجل وامراه في غرفه بنيه يطرحان امام كاميرا <END>', '<START> رجل يرتدي قميصا مخططا يعانق امراه ذات شعر قصير اشقر عليها مئزر اسود <END>', '<START> رجل يرتدي قميصا مخططا يظهر مع فتاه شقراء في ساحه سوداء <END>']"
7875,742073622_1206be8f7f,"['<START> صبي يقف في طريق مرتديا قبعه حمراء كبيره <END>', '<START> صبي يرتدي قبعه حمراء يقف في منتصف طريق <END>', '<START> صبي صغير يرتدي قبعه حمراء يقف في شارع <END>']"
93,109823397_e35154645f,"['<START> رجل يقفز في هواء اثناء ركوب مركبه <END>', '<START> رجل علي مركبه باربع عجلات <END>', '<START> رجل علي اربع عجلات في هواء <END>']"
932,2077346067_0a3a5aae65,"['<START> رجل ياكل و يسير بعد علامه صفراء وحمراء <END>', '<START> رجل ياكل شيئا و يسير علي رصيف جانبي خلف علامه حمراء وصفراء كبيره <END>', '<START> لوحه تطلب مساعده و رجل يمشي و هو يتناول طعام <END>']"
2685,2698487246_e827404cac,"['<START> رجل يرتدي قميصا اسود وابيض يقفز للحصول علي كره من لاعب في قميص ازرق واصفر <END>', '<START> رجال يقفزون في هواء <END>', '<START> رجلان يقفزان في هواء للقبض علي كره قدم <END>']"
3439,2934325103_e9b8d7430f,"['<START> راكب دراجه ناريه يسير علي طريق ترابي <END>', '<START> شخص يركب دراجته جبليه علي طريق ترابي بسرعه كبيره <END>', '<START> متسابق دراجه ترابيه يقفز اسفل تل <END>']"
5885,3484842724_ef1124c87a,"['<START> يحاول لاعب بيسبول ركض الي قاعده بينما يمسك رجل بالكره <END>', '<START> ثلاثه اشخاص يلعبون لعبه بيسبول في ملعب في حديقه <END>', '<START> ثلاث شابات يلعبن كره لينه <END>']"
879,2057306459_2f52ce648e,"['<START> ناس يحملون مظله بعد هبوط علي ارض <END>', '<START> يقف مظليين في حقل قريب من مظله <END>', '<START> اثنين من ناس يطويان مظله بعد ان هبطوا في حقل <END>']"
763,1865794069_6e3a1e57bb,"['<START> فتي اشقر يرتدي زي ازرق داكن يركل كره قدم في ملعب مفتوح <END>', '<START> يلعب صبي صغير كره قدم في احد حقول <END>', '<START> صبي صغير يرتدي زرقاء وبيضاء يرفس كره قدم <END>']"
6406,3587781729_bd21ce7b11,"['<START> طفلان يضحكان ويلعبان في اطار يتارجح في حديقه <END>', '<START> طفلان يتشاركان في ارجوحه في ملعب <END>', '<START> يتارجح طفلان معا في اطار تارجح <END>']"
2746,2714703706_d21c5cb8df,"['<START> لعب كلاب <END>', '<START> كلب باللون بني يعض كلبا ابيض لون واسمر علي انف <END>', '<START> كلبان يعضان بعضهما علي سجاده <END>']"
7518,497791037_93499238d8,"['<START> صبي يقفز من ارجوحه <END>', '<START> طفل في قميص ابيض يخرج من ارجوحه في جو <END>', '<START> صبي صغير يقفز من ارجوحه <END>']"
2283,2562377955_8d670ccec6,"['<START> صبي في قميص برتقالي علي وشك رمي كره بيسبول <END>', '<START> صبي صغير يرتدي زيا برتقاليا يلعب بيسبول <END>', '<START> صبي في قميص برتقالي يرمي كره <END>']"
5395,3391924827_53b31542ce,"['<START> يتنقل راكب دراجه ناريه عبر هواء بالقرب من كثبان رمليه <END>', '<START> دراج يقفز في هواء <END>', '<START> شخص في هواء يمسك بالدراجه <END>']"
6703,3648988742_888a16f600,"['<START> فتاه تحمل كاميرا <END>', '<START> فتاه صغيره في قبعه ورديه تحمل كاميرا علي وجهها <END>', '<START> فتاه صغيره ترتدي قبعه ورديه تحمل كاميرا امام وجهها <END>']"
7001,3718007650_e5930b4509,"['<START> كثير من ناس يتجمعون في خارج <END>', '<START> يقف ناس في خارج لمشاهده شيء ما <END>', '<START> جزء خلفي من امراه ذات شعر مصبوغ و ترتدي سواد <END>']"
1606,2353102255_67d9d2e40a,"['<START> كلب كبير يقف علي كلب اصغر يفتح فمه <END>', '<START> اثنين من كلاب سوداء و بنيه تنظر الي بعضها بعض <END>', '<START> اثنين من كلاب سوداء تلعب علي سجاد <END>']"
1421,2281054343_95d6d3b882,"['<START> رجل يرتدي قبعه سوداء يمشي في شارع مدينه مزدحم <END>', '<START> صوره ظليه لرجل في قبعه علي شارع مدينه مزدحم <END>', '<START> ثلاثه اشخاص في منطقه مزدحمه بالمدينه <END>']"
4251,3154709407_9b0778cbeb,"['<START> رجل اصلع يمشي بكره سله و هو يرتدي قميص ميامي <END>', '<START> رجل يلعب كره سله <END>', '<START> لاعب كره سله يرتدي حذاء برتقالي <END>']"
5412,3396043950_12783c5147,"['<START> تجمع حشد من ناس لتناول وجبه في داخل <END>', '<START> غرفه كامله من بالغين و اطفال <END>', '<START> اطفال ذين يخدمون في عشاء مجتمع <END>']"
7221,420355149_f2076770df,"['<START> طفل يرتدي قبعه خضراء يجلس في قوارب تحكم <END>', '<START> طفل صغير يرتدي ازرق يلعب في قارب <END>', '<START> طفل صغير في سياره <END>']"
6405,3587596696_9c5964c94d,"['<START> مجموعه من ناس يحملون صحن طائر باصابعهم <END>', '<START> وضعت مجموعه من ناس اثنين من اصابعهم علي صحن طائر <END>', '<START> يضع ناس ايديهم علي صحن طائر <END>']"
5201,3349451628_4249a21c8f,"['<START> صبي في زقاق مغبر يلعب كره عصا <END>', '<START> صبي يارجح قطعه من خشب <END>', '<START> طفل يارجح خفاش بجانب جدار حجري <END>']"
2319,2577972703_a22c5f2a87,"['<START> فتاه صغيره في قميص وردي علي وشك بكاء <END>', '<START> فتاه صغيره ملطخ وجهها بالطين تبكي <END>', '<START> تقف فتاه ذات قبعه ورديه الي جوار دراجه ثلاثيه عجلات حمراء تبدو وكانها علي وشك بكاء <END>']"
6575,3623302162_099f983d58,"['<START> كلب ابيض يركض بجانب مقعد <END>', '<START> كلب ابيض كبير يركض علي عشب <END>', '<START> كلب ابيض يركض علي عشب <END>']"
1074,2136514643_93d8f75a77,"['<START> فتاه علي هاتف تقف امام نباتات جميله تمر بجانبها فتاه مبتسمه اخري <END>', '<START> فتاه مبتسمه تمشي و فتاه مقتبسه مع هاتف <END>', '<START> فتاه مراهقه مع هاتف محمول <END>']"
7362,460478198_83039f2593,"['<START> كلب يطارد كلبا اخر بجوار بحيره <END>', '<START> كلب اجش يطارد كلبا باللون بني علي شاطئ <END>', '<START> اثنين من كلاب تطارد بعضها بعض بالقرب من ماء <END>']"
6471,3601533527_6c2439113c,"['<START> رجل يميل علي عامود <END>', '<START> رجل يميل علي شجره <END>', '<START> رجل يقف خارج جوار عامود هاتف خشبي <END>']"
1502,2308978137_bfe776d541,"['<START> حشد من اولاد يركبون سياره <END>', '<START> ما يقرب من عشرين شخصا يركبون سياره خارج طريق <END>', '<START> مركبه مزدحمه بالناس <END>']"
3001,281419391_522557ce27,"['<START> سياره سباق سوداء تدور اطاراتها بينما يخرج دخان <END>', '<START> سياره سباق سوداء تنطلق امام حشد من ناس <END>', '<START> سياره مكسوره خلال سباق <END>']"
5826,3474406285_01f3d24b71,"['<START> كلب بني يقفز فوق عصا زرقاء و صفراء <END>', '<START> كلب بني يقفز فوق عقبه <END>', '<START> كلب بني يقفز فوق عقبه <END>']"
6478,3603064161_a8f3b6455d,"['<START> يستخدم طفل كاميرا بينما ينظر اليها طفل اخر <END>', '<START> فتاه صغيره تقف بجانب فتاه صغيره اخري تلتقط صوره <END>', '<START> طفل ياخذ صوره بينما اخت تستند علي حائط <END>']"
7998,883040210_3c4a10f030,"['<START> يتدلي شخص من حبل سلامه و هو يتسلق منحدرا كبيرا <END>', '<START> شخص يقفز بحبل علي منحدر <END>', '<START> رجل يصد علي جانب من هاويه <END>']"
1426,2282522980_45cfa8e0cf,"['<START> اثنين من كلاب تستمتع باللعب في برد ثلج <END>', '<START> اثنين من كلاب تلعب في ثلج <END>', '<START> اثنين من كلاب تلعب في ثلج معا <END>']"
1919,244774022_a12c07afdb,"['<START> رجل طويل شعر يتزلج موجه كبيره <END>', '<START> رجل اسود علي لوح ركوب امواج يركب موجه <END>', '<START> رجل يمارس رياضه ركوب امواج في محيط <END>']"
3286,2892413015_5ecd9d972a,"['<START> فتاه شقراء صغيره تصعد فوق تل <END>', '<START> فتاه صغيره تسير فوق تله معشبه شديده انحدار <END>', '<START> طفل صغير ذو شعر اشقر يسير علي منحدر <END>']"
6071,352382023_7605223d1c,"['<START> كلب يحمل عصا اثناء مشي في ماء <END>', '<START> كلب بعصا في فمه يسير في ماء <END>', '<START> كلب كبير بني مع عصا في فمه يخرج من ماء <END>']"
3761,3030962048_f71948226c,"['<START> سيده هنديه مسنه ترتدي حجابا برتقاليا و اساور <END>', '<START> امراه عجوز تبتسم للكاميرا <END>', '<START> امراه ترتدي وشاحا برتقاليا تبتسم و تنظر الي كاميرا <END>']"
1672,2379150102_157d718d1d,"['<START> عديد من كلاب يتجولون في شارع من طوب <END>', '<START> ثلاث كلاب علي طريق مرصوف بالحصي <END>', '<START> ثلاثه كلاب يسيرون بالقرب من نافوره <END>']"
2338,2584957647_4f9235c150,"['<START> كلب يخوض في مياه عميقه بينما يحمل عصا <END>', '<START> كلب ابيض مع بقع بنيه علي وجهه يحمل عصا في فمه يسبح في ماء <END>', '<START> كلب ابيض يجلب عصا من ماء <END>']"
4947,3295680663_af21ea648b,"['<START> رجل علي دراجه يقفز فوق قطار <END>', '<START> شخص يقفز فوق قطار بينما كان علي دراجته <END>', '<START> شخص علي دراجه يقفز فوق قطار <END>']"
