,images,captions
3591,2985439112_8a3b77d5c9,"['<START> رجل يقفز فوق رجل اخر يقوم بشقلبه خلفيه <END>', '<START> يقوم اولاد بمناورات تزلج و خلفهم علم امريكي <END>', '<START> رجلان يقومان ببعض قفزات في خارج <END>']"
6391,3584930205_a3f58a4b7c,"['<START> صبي يتزلج <END>', '<START> رجل يقفز من منحدر برتقالي مع لوح تزلج خاص به <END>', '<START> شخص يفعل حيله لوح تزلج <END>']"
7344,454691853_cc1e0fa6a1,"['<START> يحمل كلب مقودا في فمه <END>', '<START> يحمل كلب رقيق مقودا اسود في فمه <END>', '<START> كلب اصفر يحمل مقود اسود <END>']"
6797,3671851846_60c25269df,"['<START> امراه تحمل كلبا ابيض وهناك كلب اسمر في عشب <END>', '<START> امراه تحمل كلبا بينما يقف كلب اخر في مكان قريب <END>', '<START> امراه تقف في حقل اخضر تحمل كلبا ابيضا وتشير الي كلب اسمر <END>']"
3623,2993167197_e5d0a73530,"['<START> لاعب كره سله يبحث عن شخص ما لتمرير كره اليه <END>', '<START> لاعب كره سله يحمل كره <END>', '<START> رجل يرتدي زي برتقالي و يحمل كره سله <END>']"
529,1478268555_7e301fc510,"['<START> متسلق صخور وحيد تسلق جدار صخري ضخم <END>', '<START> رجل لا يرتدي اي قميص يتسلق جرفا حادا <END>', '<START> رجل بلا قميص علي تسلق صخور <END>']"
3714,3018467501_a03d404413,"['<START> مجموعه من فتيات صغيرات يقفن معا في فناء خلفي <END>', '<START> ثلاث فتيات يقفزن بسعاده <END>', '<START> ثلاث فتيات يقفن علي نطاطه <END>']"
6319,3568605391_54ec367d88,"['<START> احد رجال شرطه يجلس علي دراجته ناريه مع اثنين من زملائه من رجال شرطه يقفون الي يسار <END>', '<START> يقف اثنان من ضباط شرطه بجانب ضابط اخر يجلس علي دراجه ناريه <END>', '<START> اثنين من رجال شرطه واقفا واحدا يجلس علي دراجه ناريه يبتسم للكاميرا <END>']"
4732,3255017708_2b02bfcdcf,"['<START> يقف رجل في شورت علم امريكي اعلي سلالم <END>', '<START> رجل في ملابس داخليه يقف علي درج مع كتاب و يرتدي احذيه سوداء <END>', '<START> يقف رجل يرتدي سروال علم ولايات متحده علي درج <END>']"
1269,2226587791_66e29dd01d,"['<START> طفل يسبح في بركه يمسكه شخص بالغ <END>', '<START> رضيع في ماء يمسك باذرع كبار <END>', '<START> طفل في ماء ممسك بيد شخص من بعيد <END>']"
4281,3161044966_27bf6f9dec,"['<START> كلب ابيض و بني يقفز علي كرسي جلد بيج <END>', '<START> كلب ابيض و اسود ينزلق عن كرسي كبير حجم <END>', '<START> كلب ابيض صغير يقفز علي كرسي <END>']"
1394,2272823323_3b7291cd47,"['<START> متسلقي جبال يتوقفون للراحه <END>', '<START> رجلان بمعدات ثلجيه يحدقان في مسافه <END>', '<START> يتطلع متسلقان الي امام في طريق ثلجي <END>']"
4850,3274375509_4fe91a94c0,"['<START> تحمل امراه ذات شعر احمر طفلا علي صدرها في حامله طفل <END>', '<START> امراه تحمل طفل نائم في حبال علي صدرها <END>', '<START> تحمل مراه رضيعا صغيرا في حامله طفل علي صدرها <END>']"
4009,3097196395_ec06075389,"['<START> كلبين يتسابقان في مضمار سباق <END>', '<START> اثنين من كلاب سلوقيه يتسابقان <END>', '<START> كلبان يتسابقان حول مسار <END>']"
4390,3183883750_b6acc40397,"['<START> طفلان يبتسمان و يحملان بطاقه <END>', '<START> شخصان يبتسمان امام كاميرا بينما يحملان لافته <END>', '<START> فتاتان في سن مراهقه تحملان بطاقه و هما تبتسمان <END>']"
1797,241347356_8a515555fd,"['<START> لاعب كره قدم يرتدي زي ابيض والارجواني مع ساقين تي يتم معالجتها من قبل لاعب في زي احمر والابيض <END>', '<START> لاعب كره قدم يصارع لاعب اخر في لعبه كره قدم <END>', '<START> لاعب كره قدم احمر يعترض علي لاعب ارجوان ابيض لمحاوله منعه <END>']"
2979,2805101709_1c8916f63a,"['<START> فتاه شقراء تتسلق علي مجموعه لعب <END>', '<START> فتاه تلعب علي ملعب <END>', '<START> فتاه في لباس معلقه علي قضبان برتقاليه <END>']"
1441,2287023569_fd7a9c60b8,"['<START> كلب يقفز لالتقاط كره تنس برتقاليه و زرقاء <END>', '<START> كلب يقفز في هواء للقبض علي كره في فمه <END>', '<START> كلب صغير ابيض قفز للقبض علي كره <END>']"
6056,3520869880_2e8b7d7842,"['<START> فتاه في ثوب احمر و اسود تتظاهر امام جداريه <END>', '<START> فتاه تقفز امام جداريه موسيقي <END>', '<START> فتاه في ثوب احمر في جو <END>']"
7872,733964952_69f011a6c4,"['<START> رجل يلمع احذيه يجلس علي مقعده <END>', '<START> ملمع احذيه ينتظر زبائن <END>', '<START> بائع في محل ملمع احذيه ينتظر زبائن <END>']"
3811,304408047_98bab3ea64,"['<START> كلب يقف علي رجليه خلفيتين بينما ينظر كلب اخر <END>', '<START> كلبان بنيان في حقل عشبي واحد يقفز علي كره <END>', '<START> كلبان يلعبان كره في حقل بالقرب من شارع <END>']"
5631,3435233065_3411f2d29d,"['<START> راكب دراجه ناريه يقوم بقفزه في غابه <END>', '<START> صبي يقوم بقفزه علي دراجته في غابه <END>', '<START> صبي علي دراجه جبليه بعد قفز اثناء ركوبه في غابه <END>']"
1273,222878446_32c6fc4bc9,"['<START> رجلان يرتديان قبعات مخروطيه يجلسان علي مقعد خشبي <END>', '<START> رجلان يرتديان مخاريط صفراء <END>', '<START> رجلان بقبعات غريبه يجلسان علي مقعد <END>']"
4703,3249014584_21dd9ddd9d,"['<START> رجل ينحت كتله ثلج بمنشار <END>', '<START> رجل في زي اسود ينحت جليد <END>', '<START> رجل ينحت كتله من ثلج بمنشار <END>']"
1712,2394857899_76bfdf720b,"['<START> رجل يرتدي بدله امان يرش ماء <END>', '<START> رجل يرتدي زي برتقالي يعمل في خارج بخرطوم <END>', '<START> رجل في زي رسمي يستخدم خرطوم مياه <END>']"
955,2086513494_dbbcb583e7,"['<START> فتاه في معطف ابيض تلتقط صور <END>', '<START> فتاه في ستره بيضاء منتفخه تلتقط صوره <END>', '<START> امراه اسيويه في معطف ابيض تاخذ صوره <END>']"
5998,3508637029_89f3bdd3a2,"['<START> اثنين من لاعبي بيسبول اناث تصل للكره <END>', '<START> اثنين من لاعبي كره لينه يحاولون لحاق بكره <END>', '<START> نساء يلعبن كره لينه في زي مشترك <END>']"
6460,359837950_9e22ffe6c2,"['<START> كلب اسود يركض عبر منظر صخري <END>', '<START> كلب اسود يمشي علي طول تضاريس صخريه <END>', '<START> كلب اسود يمشي في مشهد عشبي صخري تحت سماء زرقاء غائمه <END>']"
7155,398662202_97e5819b79,"['<START> طفل واحد يصل الي شيء بينما يقف اخر بجانبه <END>', '<START> طفلان في سترات يلعبان مع لعبه <END>', '<START> طفلان يلعبان في احد شوارع <END>']"
7424,478208896_90e7187b64,"['<START> فتاه تتسلق صخره ضخمه <END>', '<START> سيده تتسلق صخور كبيره <END>', '<START> فتاه في سراويل سوداء تتسلق صخور <END>']"
403,1405221276_21634dcd58,"['<START> كلبان ينفضان ماء بينما يلعبان بكره علي حافه جسم من ماء <END>', '<START> كلبان ينفضان ماء <END>', '<START> اثنين من كلاب تهز نفسها لتجف <END>']"
2071,2492258999_5764124bba,"['<START> رجلان بلا ماوي يجلسان بجوار مبني به عربه تسوق <END>', '<START> رجلان يجلسان علي رصيف امام متاجر <END>', '<START> شخصان يجلسان امام مبني بالقرب من عربات تسوق <END>']"
7682,537230454_1f09199476,"['<START> يلوح صبي يرتدي اسود بذراعيه بينما يقف اخرون خلفه في حقل <END>', '<START> صبي يصنع علامه نصر بكلتا يديه <END>', '<START> ناس يقفون في حقل <END>']"
1977,2464259416_238ef13a2e,"['<START> اثنين من كلاب كبيره تلعب مع بعضها بعض <END>', '<START> اثنين من كلاب يلعبون في رمال <END>', '<START> ينظر كلابان الي بعضهما بعض بينما يقفان علي اوساخ <END>']"
158,1176580356_9810d877bf,"['<START> كلب كبير يمسك كره علي انفه <END>', '<START> كلب ابيض و اسود يقفز للحصول علي كره حمراء <END>', '<START> كلب بني و اسود يقفز للقبض علي كره حمراء <END>']"
3888,3067885047_f69d90c35b,"['<START> يقوم اربعه اطفال بالعوده الي حديقه <END>', '<START> اربع فتيات يتمرن في هواء طلق <END>', '<START> اربعه اطفال يقومون بالتمرن في فناء مغطي باوراق جافه <END>']"
5451,3402638444_dab914a3de,"['<START> عده شبان يجتمعون معا لصوره بشكل مثير علي سياره مترو انفاق <END>', '<START> سته اشخاص يجتمعون معا لصوره في مترو انفاق <END>', '<START> سته شباب يتظاهرون لالتقاط صوره لهم في قطار مترو انفاق <END>']"
902,2066271441_1f1f056c01,"['<START> كلب اسود يحمل كره ملونه <END>', '<START> كلب اسود يستعيد كره في ماء <END>', '<START> كلب اسود يسبح مع كره في فمه <END>']"
352,136644343_0e2b423829,"['<START> صبي يركب ارجوحه اطارات <END>', '<START> صبي يتارجح علي ارجوحه اطارات <END>', '<START> صبي صغير في ارجوحه اطارات <END>']"
5326,3373069977_bc73e9e409,"['<START> يقفز متزلجون علي الواحهم من علي كومه من ثلج <END>', '<START> ثلاثه اشخاص يصنعون قفزات علي جليد <END>', '<START> اثنين من متزلجين يقفزان <END>']"
4540,3215847501_c723905ba4,"['<START> مجموعه من متجولين ينظرون من علي قمم جبال <END>', '<START> يقف اشخاص علي تله فوق سحاب <END>', '<START> يقف عديد من ناس علي حافه تطل علي جبال ثلجيه <END>']"
4130,3124838157_7ef96745b7,"['<START> رجل و امراتان يقفون لاخذ صوره خارج بقاله <END>', '<START> ثلاثه اشخاص يقفون امام نافذه متجر و يبتسمون <END>', '<START> رجلان طويلان و امراه قصيره يقفون امام متجر متوقف عن عمل <END>']"
